Season,Date,HomeTeam,AwayTeam,Side,Team,Point,LineBucket,OddsSource,DecimalOdds,ModelWinProbability,ModelPushProbability,MarketNoVigProbability,ModelMinusMarketProbability,ModelExpectedReturn,Result,FlatBetReturn,PositiveModelEV
2025/26,2025-10-05,Everton,Crystal Palace,Home,Everton,0.0,near pick'em,Pinnacle Close,1.83,0.35756740763113676,0.27070203265967063,0.5355329949238579,-0.1779655872927211,-0.074949611375349,W,0.8300000000000001,False
2025/26,2025-10-05,Everton,Crystal Palace,Away,Crystal Palace,-0.0,near pick'em,Pinnacle Close,2.11,0.3717305597091926,0.27070203265967063,0.46446700507614214,-0.09273644536694953,0.05505351364606703,L,-1.0,True
2025/26,2025-10-05,Newcastle,Nott'm Forest,Home,Newcastle,-1.0,-0.5 to -1.0,Pinnacle Close,1.96,0.3771454814733076,0.23000595967295318,0.5,-0.12285451852669238,-0.030788896639363905,W,0.96,False
2025/26,2025-10-05,Newcastle,Nott'm Forest,Away,Nott'm Forest,1.0,+0.5 to +1.0,Pinnacle Close,1.96,0.39284855885373937,0.23000595967295318,0.5,-0.10715144114626063,-1.0864973717661375e-05,L,-1.0,False
2025/26,2025-10-05,Wolves,Brighton,Home,Wolves,0.5,+0.5 to +1.0,Pinnacle Close,2.2,0.5300678363536303,0.0,0.4444444444444444,0.08562339190918589,0.1661492399779868,W,1.2000000000000002,True
2025/26,2025-10-05,Wolves,Brighton,Away,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,1.76,0.4699321636463694,0.0,0.5555555555555556,-0.08562339190918616,-0.17291939198238987,L,-1.0,False
2025/26,2025-10-18,Brighton,Newcastle,Home,Brighton,0.0,near pick'em,Pinnacle Close,1.76,0.35836101731958775,0.2408567061071125,0.5544303797468354,-0.19606936242724765,-0.1284279034104131,W,0.76,False
2025/26,2025-10-18,Brighton,Newcastle,Away,Newcastle,-0.0,near pick'em,Pinnacle Close,2.19,0.40078227657329957,0.2408567061071125,0.44556962025316454,-0.04478734367986498,0.11856989180263855,L,-1.0,True
2025/26,2025-10-18,Fulham,Arsenal,Home,Fulham,1.0,+0.5 to +1.0,Pinnacle Close,1.99,0.4618157440520938,0.24053163344481845,0.49234693877551017,-0.030531194723416366,0.15954496410848507,PUSH,0.0,True
2025/26,2025-10-18,Fulham,Arsenal,Away,Arsenal,-1.0,-0.5 to -1.0,Pinnacle Close,1.93,0.2976526225030877,0.24053163344481845,0.5076530612244898,-0.21000043872140212,-0.18499880512422223,PUSH,0.0,False
2025/26,2025-10-18,Nott'm Forest,Chelsea,Home,Nott'm Forest,0.5,+0.5 to +1.0,Pinnacle Close,1.93,0.5367134249721021,0.0,0.5089058524173028,0.027807572554799265,0.035856910196156944,L,-1.0,True
2025/26,2025-10-18,Nott'm Forest,Chelsea,Away,Chelsea,-0.5,-0.5 to -1.0,Pinnacle Close,2.0,0.4632865750278981,0.0,0.49109414758269715,-0.027807572554799043,-0.07342684994420384,W,1.0,False
2025/26,2025-10-19,Liverpool,Man United,Home,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,1.78,0.4734305631553426,0.20470786918455697,0.5470737913486006,-0.07364322819325797,0.047414271601066815,L,-1.0,True
2025/26,2025-10-19,Liverpool,Man United,Away,Man United,1.0,+0.5 to +1.0,Pinnacle Close,2.15,0.3218615676601009,0.20470786918455697,0.4529262086513995,-0.1310646409912986,-0.10328976034622617,W,1.15,False
2025/26,2025-10-19,Tottenham,Aston Villa,Home,Tottenham,-0.5,-0.5 to -1.0,Pinnacle Close,2.0,0.40959011380800087,0.0,0.49109414758269715,-0.08150403377469628,-0.1808197723839982,L,-1.0,False
2025/26,2025-10-19,Tottenham,Aston Villa,Away,Aston Villa,0.5,+0.5 to +1.0,Pinnacle Close,1.93,0.5904098861919995,0.0,0.5089058524173028,0.08150403377469673,0.13949108035055902,W,0.9299999999999999,True
2025/26,2025-10-20,West Ham,Brentford,Home,West Ham,0.0,near pick'em,Pinnacle Close,1.87,0.3032940817580714,0.24525153742572683,0.5241730279898218,-0.22087894623175042,-0.18758852968667966,L,-1.0,False
2025/26,2025-10-20,West Ham,Brentford,Away,Brentford,-0.0,near pick'em,Pinnacle Close,2.06,0.451454380816202,0.24525153742572683,0.47582697201017815,-0.024372591193976167,0.17524756190710283,W,1.06,True
2025/26,2025-10-24,Leeds,West Ham,Home,Leeds,-0.5,-0.5 to -1.0,Pinnacle Close,2.07,0.5097627808704998,0.0,0.47328244274809167,0.036480338122408085,0.05520895640193446,W,1.0699999999999998,True
2025/26,2025-10-24,Leeds,West Ham,Away,West Ham,0.5,+0.5 to +1.0,Pinnacle Close,1.86,0.49023721912949986,0.0,0.5267175572519084,-0.03648033812240853,-0.08815877241913017,L,-1.0,False
2025/26,2025-10-25,Chelsea,Sunderland,Home,Chelsea,-1.5,-1.5 or more,Pinnacle Close,2.06,0.33009461342450136,0.0,0.47582697201017815,-0.1457323585856768,-0.32000509634552726,L,-1.0,False
2025/26,2025-10-25,Chelsea,Sunderland,Away,Sunderland,1.5,+1.5 or more,Pinnacle Close,1.87,0.6699053865754987,0.0,0.5241730279898218,0.1457323585856769,0.2527230728961827,W,0.8700000000000001,True
2025/26,2025-10-25,Man United,Brighton,Home,Man United,-0.5,-0.5 to -1.0,Pinnacle Close,2.04,0.4116446160462061,0.0,0.47959183673469385,-0.06794722068848774,-0.16024498326573944,W,1.04,False
2025/26,2025-10-25,Man United,Brighton,Away,Brighton,0.5,+0.5 to +1.0,Pinnacle Close,1.88,0.5883553839537936,0.0,0.5204081632653061,0.06794722068848746,0.1061081218331319,L,-1.0,True
2025/26,2025-10-26,Aston Villa,Man City,Home,Aston Villa,0.5,+0.5 to +1.0,Pinnacle Close,2.03,0.5235317560906935,0.0,0.4821428571428572,0.04138889894783626,0.06276946486410762,W,1.0299999999999998,True
2025/26,2025-10-26,Aston Villa,Man City,Away,Man City,-0.5,-0.5 to -1.0,Pinnacle Close,1.89,0.476468243909307,0.0,0.5178571428571429,-0.04138889894783593,-0.09947501901140987,L,-1.0,False
2025/26,2025-10-26,Wolves,Burnley,Home,Wolves,-0.5,-0.5 to -1.0,Pinnacle Close,1.94,0.5118408513399982,0.0,0.5051020408163266,0.006738810523671646,-0.007028748400403462,L,-1.0,False
2025/26,2025-10-26,Wolves,Burnley,Away,Burnley,0.5,+0.5 to +1.0,Pinnacle Close,1.98,0.48815914866000165,0.0,0.49489795918367346,-0.006738810523671812,-0.033444885653196754,W,0.98,False
2025/26,2025-11-01,Brighton,Leeds,Home,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,2.04,0.4736165691722278,0.0,0.47959183673469385,-0.00597526756246608,-0.033822198888655286,W,1.04,False
2025/26,2025-11-01,Brighton,Leeds,Away,Leeds,0.5,+0.5 to +1.0,Pinnacle Close,1.88,0.5263834308277721,0.0,0.5204081632653061,0.0059752675624659135,-0.010399150043788608,L,-1.0,False
2025/26,2025-11-01,Burnley,Arsenal,Home,Burnley,1.5,+1.5 or more,Pinnacle Close,1.83,0.4893501706659225,0.0,0.5331632653061223,-0.043813094640199834,-0.10448918768136184,L,-1.0,False
2025/26,2025-11-01,Burnley,Arsenal,Away,Arsenal,-1.5,-1.5 or more,Pinnacle Close,2.09,0.5106498293340779,0.0,0.4668367346938776,0.04381309464020028,0.06725814330822266,W,1.0899999999999999,True
2025/26,2025-11-01,Crystal Palace,Brentford,Home,Crystal Palace,-0.5,-0.5 to -1.0,Pinnacle Close,2.08,0.4511593680765059,0.0,0.4707379134860051,-0.01957854540949916,-0.061588514400867655,W,1.08,False
2025/26,2025-11-01,Crystal Palace,Brentford,Away,Brentford,0.5,+0.5 to +1.0,Pinnacle Close,1.85,0.5488406319234945,0.0,0.5292620865139949,0.01957854540949966,0.015355169058464901,L,-1.0,True
2025/26,2025-11-01,Fulham,Wolves,Home,Fulham,-0.5,-0.5 to -1.0,Pinnacle Close,2.05,0.5118570145235278,0.0,0.4783715012722647,0.033485513251263144,0.049306879773232004,W,1.0499999999999998,True
2025/26,2025-11-01,Fulham,Wolves,Away,Wolves,0.5,+0.5 to +1.0,Pinnacle Close,1.88,0.4881429854764724,0.0,0.5216284987277354,-0.03348551325126303,-0.08229118730423196,L,-1.0,False
2025/26,2025-11-01,Liverpool,Aston Villa,Home,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,2.12,0.4270053268412716,0.21437800652955225,0.45918367346938777,-0.03217834662811614,0.11962929943304818,W,1.12,True
2025/26,2025-11-01,Liverpool,Aston Villa,Away,Aston Villa,1.0,+0.5 to +1.0,Pinnacle Close,1.8,0.35861666662917624,0.21437800652955225,0.5408163265306123,-0.18219965990143605,-0.14011199353793052,L,-1.0,False
2025/26,2025-11-01,Nott'm Forest,Man United,Home,Nott'm Forest,0.5,+0.5 to +1.0,Pinnacle Close,2.1,0.6064814492866325,0.0,0.46700507614213205,0.13947637314450045,0.27361104350192833,W,1.1,True
2025/26,2025-11-01,Nott'm Forest,Man United,Away,Man United,-0.5,-0.5 to -1.0,Pinnacle Close,1.84,0.3935185507133673,0.0,0.5329949238578681,-0.1394763731445008,-0.27592586668740415,L,-1.0,False
2025/26,2025-11-01,Tottenham,Chelsea,Home,Tottenham,0.0,near pick'em,Pinnacle Close,1.75,0.36073243966193513,0.23111961089175045,0.5580808080808081,-0.19734836841887293,-0.13759861969986303,L,-1.0,False
2025/26,2025-11-01,Tottenham,Chelsea,Away,Chelsea,-0.0,near pick'em,Pinnacle Close,2.21,0.4081479494463146,0.23111961089175045,0.44191919191919193,-0.03377124247287733,0.13312657916810577,W,1.21,True
2025/26,2025-11-03,Sunderland,Everton,Home,Sunderland,0.0,near pick'em,Pinnacle Close,1.87,0.38055046606415477,0.30705922679785974,0.5241730279898218,-0.14362256192566702,0.01868859833782921,PUSH,0.0,True
2025/26,2025-11-03,Sunderland,Everton,Away,Everton,-0.0,near pick'em,Pinnacle Close,2.06,0.3123903071379855,0.30705922679785974,0.47582697201017815,-0.16343666487219266,-0.04941674049789019,PUSH,0.0,False
2025/26,2025-11-08,Tottenham,Man United,Home,Tottenham,0.0,near pick'em,Pinnacle Close,1.84,0.4161573916996038,0.23225608302542414,0.5329949238578681,-0.11683753215826426,-0.0020143162473049148,PUSH,0.0,False
2025/26,2025-11-08,Tottenham,Man United,Away,Man United,-0.0,near pick'em,Pinnacle Close,2.1,0.35158652527497225,0.23225608302542414,0.46700507614213205,-0.1154185508671598,-0.02941221389713411,PUSH,0.0,False
2025/26,2025-11-08,West Ham,Burnley,Home,West Ham,-0.5,-0.5 to -1.0,Pinnacle Close,1.89,0.5406686201139048,0.0,0.5178571428571429,0.022811477256761914,0.021863692015280045,W,0.8899999999999999,True
2025/26,2025-11-08,West Ham,Burnley,Away,Burnley,0.5,+0.5 to +1.0,Pinnacle Close,2.03,0.4593313798860954,0.0,0.4821428571428572,-0.022811477256761803,-0.06755729883122641,L,-1.0,False
2025/26,2025-11-09,Brentford,Newcastle,Home,Brentford,0.0,near pick'em,Pinnacle Close,2.14,0.3720583920166756,0.24309118944475383,0.4582278481012658,-0.0861694560845902,0.03929614836043965,W,1.1400000000000001,True
2025/26,2025-11-09,Brentford,Newcastle,Away,Newcastle,-0.0,near pick'em,Pinnacle Close,1.81,0.3848504185385704,0.24309118944475383,0.5417721518987342,-0.1569217333601638,-0.060329553000433744,L,-1.0,False
2025/26,2025-11-09,Man City,Liverpool,Home,Man City,-0.5,-0.5 to -1.0,Pinnacle Close,1.94,0.4345156147227857,0.0,0.5051020408163266,-0.07058642609354088,-0.15703970743779566,W,0.94,False
2025/26,2025-11-09,Man City,Liverpool,Away,Liverpool,0.5,+0.5 to +1.0,Pinnacle Close,1.98,0.5654843852772146,0.0,0.49489795918367346,0.0705864260935411,0.11965908284888482,L,-1.0,True
2025/26,2025-11-22,Brighton,Brentford,Home,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,1.87,0.43009586114396015,0.0,0.5241730279898218,-0.09407716684586165,-0.1957207396607945,W,0.8700000000000001,False
2025/26,2025-11-22,Brighton,Brentford,Away,Brentford,0.5,+0.5 to +1.0,Pinnacle Close,2.06,0.5699041388560396,0.0,0.47582697201017815,0.09407716684586148,0.17400252604344169,L,-1.0,True
2025/26,2025-11-22,Burnley,Chelsea,Home,Burnley,1.0,+0.5 to +1.0,Pinnacle Close,1.87,0.3442715177902673,0.2151405529149807,0.5241730279898218,-0.17990151019955447,-0.14107170881721937,L,-1.0,False
2025/26,2025-11-22,Burnley,Chelsea,Away,Chelsea,-1.0,-0.5 to -1.0,Pinnacle Close,2.06,0.440587929294752,0.2151405529149807,0.47582697201017815,-0.03523904271542616,0.12275168726216978,W,1.06,True
2025/26,2025-11-22,Newcastle,Man City,Home,Newcastle,0.5,+0.5 to +1.0,Pinnacle Close,1.99,0.6169632107427716,0.0,0.49234693877551017,0.12461627196726144,0.2277567893781155,W,0.99,True
2025/26,2025-11-22,Newcastle,Man City,Away,Man City,-0.5,-0.5 to -1.0,Pinnacle Close,1.93,0.38303678925722867,0.0,0.5076530612244898,-0.12461627196726116,-0.2607389967335487,L,-1.0,False
2025/26,2025-11-22,Wolves,Crystal Palace,Home,Wolves,0.5,+0.5 to +1.0,Pinnacle Close,1.85,0.5081146691217331,0.0,0.530456852791878,-0.022342183670144955,-0.059987862124793734,L,-1.0,False
2025/26,2025-11-22,Wolves,Crystal Palace,Away,Crystal Palace,-0.5,-0.5 to -1.0,Pinnacle Close,2.09,0.49188533087826675,0.0,0.46954314720812185,0.0223421836701449,0.02804034153557733,W,1.0899999999999999,True
2025/26,2025-11-29,Everton,Newcastle,Home,Everton,0.0,near pick'em,Pinnacle Close,1.97,0.30175212824304914,0.2555905894236488,0.49744897959183665,-0.1956968513487875,-0.14995771793754442,L,-1.0,False
2025/26,2025-11-29,Everton,Newcastle,Away,Newcastle,-0.0,near pick'em,Pinnacle Close,1.95,0.44265728233330176,0.2555905894236488,0.5025510204081632,-0.05989373807486148,0.11877228997358719,W,0.95,True
2025/26,2025-11-30,Aston Villa,Wolves,Home,Aston Villa,-1.0,-0.5 to -1.0,Pinnacle Close,2.12,0.332594229731957,0.23813415543203448,0.4619289340101523,-0.12933470427819527,-0.05676607753621654,PUSH,0.0,False
2025/26,2025-11-30,Aston Villa,Wolves,Away,Wolves,1.0,+0.5 to +1.0,Pinnacle Close,1.82,0.42927161483600845,0.23813415543203448,0.5380710659898477,-0.10879945115383921,0.019408494433569956,PUSH,0.0,True
2025/26,2025-11-30,Nott'm Forest,Brighton,Home,Nott'm Forest,0.0,near pick'em,Pinnacle Close,2.11,0.3467276100730218,0.2622330907080529,0.46446700507614214,-0.11773939500312036,-0.006171652037871178,L,-1.0,False
2025/26,2025-11-30,Nott'm Forest,Brighton,Away,Brighton,-0.0,near pick'em,Pinnacle Close,1.83,0.3910392992189251,0.2622330907080529,0.5355329949238579,-0.14449369570493276,-0.022164991721314142,W,0.8300000000000001,False
2025/26,2025-12-02,Newcastle,Tottenham,Home,Newcastle,-0.5,-0.5 to -1.0,Pinnacle Close,1.86,0.599869097536951,0.0,0.5267175572519084,0.07315154028504256,0.11575652141872883,L,-1.0,True
2025/26,2025-12-02,Newcastle,Tottenham,Away,Tottenham,0.5,+0.5 to +1.0,Pinnacle Close,2.07,0.40013090246304905,0.0,0.47328244274809167,-0.07315154028504262,-0.17172903190148853,W,1.0699999999999998,False
2025/26,2025-12-03,Arsenal,Brentford,Home,Arsenal,-1.5,-1.5 or more,Pinnacle Close,2.11,0.3700742421306108,0.0,0.46446700507614214,-0.09439276294553134,-0.21914334910441124,W,1.1099999999999999,False
2025/26,2025-12-03,Arsenal,Brentford,Away,Brentford,1.5,+1.5 or more,Pinnacle Close,1.83,0.6299257578693892,0.0,0.5355329949238579,0.09439276294553134,0.15276413690098234,L,-1.0,True
2025/26,2025-12-03,Liverpool,Sunderland,Home,Liverpool,-1.5,-1.5 or more,Pinnacle Close,2.08,0.5097232832244162,0.0,0.4707379134860051,0.0389853697384111,0.060224429106785715,L,-1.0,True
2025/26,2025-12-03,Liverpool,Sunderland,Away,Sunderland,1.5,+1.5 or more,Pinnacle Close,1.85,0.49027671677558377,0.0,0.5292620865139949,-0.0389853697384111,-0.09298807396517006,W,0.8500000000000001,False
2025/26,2025-12-06,Aston Villa,Arsenal,Home,Aston Villa,0.5,+0.5 to +1.0,Pinnacle Close,2.0,0.4762143528955001,0.0,0.49109414758269715,-0.014879794687197023,-0.047571294208999804,W,1.0,False
2025/26,2025-12-06,Aston Villa,Arsenal,Away,Arsenal,-0.5,-0.5 to -1.0,Pinnacle Close,1.93,0.5237856471045003,0.0,0.5089058524173028,0.014879794687197467,0.010906298911685486,L,-1.0,True
2025/26,2025-12-06,Leeds,Liverpool,Home,Leeds,0.5,+0.5 to +1.0,Pinnacle Close,1.93,0.4493910304668559,0.0,0.5089058524173028,-0.05951482195044688,-0.13267531119896814,W,0.9299999999999999,False
2025/26,2025-12-06,Leeds,Liverpool,Away,Liverpool,-0.5,-0.5 to -1.0,Pinnacle Close,2.0,0.5506089695331442,0.0,0.49109414758269715,0.05951482195044705,0.1012179390662884,L,-1.0,True
2025/26,2025-12-07,Brighton,West Ham,Home,Brighton,-1.0,-0.5 to -1.0,Pinnacle Close,2.07,0.3999810754161989,0.2204722652470751,0.4746192893401016,-0.07463821392390274,0.048433091358606684,L,-1.0,True
2025/26,2025-12-07,Brighton,West Ham,Away,West Ham,1.0,+0.5 to +1.0,Pinnacle Close,1.87,0.3795466593367259,0.2204722652470751,0.5253807106598984,-0.14583405132317256,-0.06977548179324755,W,0.8700000000000001,False
2025/26,2025-12-07,Fulham,Crystal Palace,Home,Fulham,0.0,near pick'em,Pinnacle Close,1.82,0.37168913320504016,0.26740928486569926,0.5392405063291139,-0.16755137312407375,-0.05611649270112762,L,-1.0,False
2025/26,2025-12-07,Fulham,Crystal Palace,Away,Crystal Palace,-0.0,near pick'em,Pinnacle Close,2.13,0.36090158192926053,0.26740928486569926,0.4607594936708861,-0.09985791174162556,0.03612965437502408,W,1.13,True
2025/26,2025-12-13,Burnley,Fulham,Home,Burnley,0.5,+0.5 to +1.0,Pinnacle Close,1.91,0.5192264898357061,0.0,0.5139949109414759,0.005231578894230204,-0.008277404413801426,L,-1.0,False
2025/26,2025-12-13,Burnley,Fulham,Away,Fulham,-0.5,-0.5 to -1.0,Pinnacle Close,2.02,0.4807735101642944,0.0,0.48600508905852424,-0.005231578894229816,-0.02883750946812519,W,1.02,False
2025/26,2025-12-14,Brentford,Leeds,Home,Brentford,-0.5,-0.5 to -1.0,Pinnacle Close,1.91,0.5311952464896363,0.0,0.5139949109414759,0.017200335548160472,0.014582920795205345,L,-1.0,True
2025/26,2025-12-14,Brentford,Leeds,Away,Leeds,0.5,+0.5 to +1.0,Pinnacle Close,2.02,0.46880475351036416,0.0,0.48600508905852424,-0.017200335548160084,-0.053014397909064426,W,1.02,False
2025/26,2025-12-14,Crystal Palace,Man City,Home,Crystal Palace,0.5,+0.5 to +1.0,Pinnacle Close,2.02,0.560845417643787,0.0,0.48469387755102045,0.07615154009276659,0.13290774364044977,L,-1.0,True
2025/26,2025-12-14,Crystal Palace,Man City,Away,Man City,-0.5,-0.5 to -1.0,Pinnacle Close,1.9,0.4391545823562126,0.0,0.5153061224489797,-0.07615154009276709,-0.1656062935231961,W,0.8999999999999999,False
2025/26,2025-12-14,Nott'm Forest,Tottenham,Home,Nott'm Forest,0.0,near pick'em,Pinnacle Close,1.96,0.3875693356070324,0.265770661123659,0.5,-0.11243066439296762,0.025406558913442512,W,0.96,True
2025/26,2025-12-14,Nott'm Forest,Tottenham,Away,Tottenham,-0.0,near pick'em,Pinnacle Close,1.96,0.34666000326930907,0.265770661123659,0.5,-0.15333999673069093,-0.05477573246849532,L,-1.0,False
2025/26,2025-12-14,West Ham,Aston Villa,Home,West Ham,0.5,+0.5 to +1.0,Pinnacle Close,1.99,0.5474335773039894,0.0,0.49234693877551017,0.05508663852847928,0.08939281883493899,L,-1.0,True
2025/26,2025-12-14,West Ham,Aston Villa,Away,Aston Villa,-0.5,-0.5 to -1.0,Pinnacle Close,1.93,0.45256642269601055,0.0,0.5076530612244898,-0.05508663852847928,-0.12654680419669967,W,0.9299999999999999,False
2025/26,2025-12-15,Man United,Bournemouth,Home,Man United,-0.5,-0.5 to -1.0,Pinnacle Close,2.04,0.42577411772844764,0.0,0.47959183673469385,-0.05381771900624621,-0.13142079983396682,L,-1.0,False
2025/26,2025-12-15,Man United,Bournemouth,Away,Bournemouth,0.5,+0.5 to +1.0,Pinnacle Close,1.88,0.5742258822715524,0.0,0.5204081632653061,0.05381771900624621,0.07954465867051841,W,0.8799999999999999,True
2025/26,2025-12-20,Everton,Arsenal,Home,Everton,1.0,+0.5 to +1.0,Pinnacle Close,1.95,0.46264371879191446,0.24137958587680922,0.5025510204081632,-0.03990730161624878,0.14353483752104235,PUSH,0.0,True
2025/26,2025-12-20,Everton,Arsenal,Away,Arsenal,-1.0,-0.5 to -1.0,Pinnacle Close,1.97,0.2959766953312762,0.24137958587680922,0.49744897959183665,-0.20147228426056046,-0.17554632432057676,PUSH,0.0,False
2025/26,2025-12-20,Leeds,Crystal Palace,Home,Leeds,0.0,near pick'em,Pinnacle Close,2.03,0.3715546553904603,0.26835606873486934,0.4821428571428572,-0.11058820175239692,0.02261201917750366,W,1.0299999999999998,True
2025/26,2025-12-20,Leeds,Crystal Palace,Away,Crystal Palace,-0.0,near pick'em,Pinnacle Close,1.89,0.3600892758746706,0.26835606873486934,0.5178571428571429,-0.1577678669824723,-0.05107519986200332,L,-1.0,False
2025/26,2025-12-20,Man City,West Ham,Home,Man City,-2.0,-1.5 or more,Pinnacle Close,1.97,0.32951045642279486,0.21034400665861683,0.49487179487179483,-0.16536133844899997,-0.14052039418847728,W,0.97,False
2025/26,2025-12-20,Man City,West Ham,Away,West Ham,2.0,+1.5 or more,Pinnacle Close,1.93,0.4601455369185884,0.21034400665861683,0.5051282051282052,-0.04498266820961683,0.09842489291149242,L,-1.0,True
2025/26,2025-12-20,Newcastle,Chelsea,Home,Newcastle,0.0,near pick'em,Pinnacle Close,2.1,0.4625056338020745,0.23640562691623682,0.46700507614213205,-0.004499442340057558,0.20766745790059327,PUSH,0.0,True
2025/26,2025-12-20,Newcastle,Chelsea,Away,Chelsea,-0.0,near pick'em,Pinnacle Close,1.84,0.3010887392816888,0.23640562691623682,0.5329949238578681,-0.2319061845761793,-0.20959109280545585,PUSH,0.0,False
2025/26,2025-12-20,Tottenham,Liverpool,Home,Tottenham,0.5,+0.5 to +1.0,Pinnacle Close,1.87,0.4620010221230951,0.0,0.5241730279898218,-0.06217200586672672,-0.13605808862981222,L,-1.0,False
2025/26,2025-12-20,Tottenham,Liverpool,Away,Liverpool,-0.5,-0.5 to -1.0,Pinnacle Close,2.06,0.5379989778769054,0.0,0.47582697201017815,0.062172005866727276,0.10827789442642521,W,1.06,True
2025/26,2025-12-20,Wolves,Brentford,Home,Wolves,0.5,+0.5 to +1.0,Pinnacle Close,2.01,0.5061584149150918,0.0,0.4872448979591837,0.01891351695590815,0.017378413979334484,L,-1.0,True
2025/26,2025-12-20,Wolves,Brentford,Away,Brentford,-0.5,-0.5 to -1.0,Pinnacle Close,1.91,0.49384158508490805,0.0,0.5127551020408163,-0.01891351695590826,-0.05676257248782568,W,0.9099999999999999,False
2025/26,2025-12-26,Man United,Newcastle,Home,Man United,0.0,near pick'em,Pinnacle Close,1.88,0.3698182014062343,0.23762939703288571,0.5216284987277354,-0.15181029732150114,-0.06711238432339384,W,0.8799999999999999,False
2025/26,2025-12-26,Man United,Newcastle,Away,Newcastle,-0.0,near pick'em,Pinnacle Close,2.05,0.3925524015608803,0.23762939703288571,0.4783715012722647,-0.0858190997113844,0.04236182023269025,L,-1.0,True
2025/26,2025-12-27,Burnley,Everton,Home,Burnley,0.5,+0.5 to +1.0,Pinnacle Close,2.04,0.5419241340113959,0.0,0.47959183673469385,0.06233229727670209,0.10552523338324771,W,1.04,True
2025/26,2025-12-27,Burnley,Everton,Away,Everton,-0.5,-0.5 to -1.0,Pinnacle Close,1.88,0.458075865988604,0.0,0.5204081632653061,-0.06233229727670214,-0.13881737194142457,L,-1.0,False
2025/26,2025-12-27,Chelsea,Aston Villa,Home,Chelsea,-0.5,-0.5 to -1.0,Pinnacle Close,2.03,0.5253603789598928,0.0,0.48346055979643765,0.0418998191634552,0.0664815692885824,L,-1.0,True
2025/26,2025-12-27,Chelsea,Aston Villa,Away,Aston Villa,0.5,+0.5 to +1.0,Pinnacle Close,1.9,0.4746396210401073,0.0,0.5165394402035622,-0.04189981916345492,-0.09818472002379608,W,0.8999999999999999,False
2025/26,2025-12-27,Nott'm Forest,Man City,Home,Nott'm Forest,1.0,+0.5 to +1.0,Pinnacle Close,1.81,0.46637177990832773,0.2292919840186998,0.539440203562341,-0.07306842365401328,0.07342490565277304,PUSH,0.0,True
2025/26,2025-12-27,Nott'm Forest,Man City,Away,Man City,-1.0,-0.5 to -1.0,Pinnacle Close,2.12,0.3043362360729724,0.2292919840186998,0.460559796437659,-0.1562235603646866,-0.12551519550659868,PUSH,0.0,False
2025/26,2025-12-27,West Ham,Fulham,Home,West Ham,0.0,near pick'em,Pinnacle Close,1.82,0.3368183316127851,0.26692303000000894,0.5392405063291139,-0.20242217471632878,-0.12006760646472214,L,-1.0,False
2025/26,2025-12-27,West Ham,Fulham,Away,Fulham,-0.0,near pick'em,Pinnacle Close,2.13,0.39625863838720615,0.26692303000000894,0.4607594936708861,-0.06450085528367994,0.11095392976475804,W,1.13,True
2025/26,2025-12-28,Sunderland,Leeds,Home,Sunderland,0.0,near pick'em,Pinnacle Close,2.1,0.33650565456867315,0.3047639618870335,0.46700507614213205,-0.1304994215734589,0.011425836481247065,PUSH,0.0,True
2025/26,2025-12-28,Sunderland,Leeds,Away,Leeds,-0.0,near pick'em,Pinnacle Close,1.84,0.35873038354429343,0.3047639618870335,0.5329949238578681,-0.17426454031357463,-0.035172132391466604,PUSH,0.0,False
2025/26,2025-12-30,Burnley,Newcastle,Home,Burnley,1.0,+0.5 to +1.0,Pinnacle Close,1.91,0.3805791323249833,0.22370153515287425,0.5127551020408163,-0.132175969715833,-0.04939232210640765,L,-1.0,False
2025/26,2025-12-30,Burnley,Newcastle,Away,Newcastle,-1.0,-0.5 to -1.0,Pinnacle Close,2.01,0.39571933252214225,0.22370153515287425,0.4872448979591837,-0.09152556543704143,0.019097393522380046,W,1.0099999999999998,True
2025/26,2025-12-30,Chelsea,Bournemouth,Home,Chelsea,-1.0,-0.5 to -1.0,Pinnacle Close,1.98,0.29215388811112936,0.2060760844439403,0.49489795918367346,-0.2027440710725441,-0.2154592170960235,L,-1.0,False
2025/26,2025-12-30,Chelsea,Bournemouth,Away,Bournemouth,1.0,+0.5 to +1.0,Pinnacle Close,1.94,0.5017700274449307,0.2060760844439403,0.5051020408163266,-0.003332013371395881,0.17950993768710588,W,0.94,True
2025/26,2025-12-30,West Ham,Brighton,Home,West Ham,0.5,+0.5 to +1.0,Pinnacle Close,2.09,0.5389650724770164,0.0,0.46954314720812185,0.06942192526889457,0.12643700147696424,W,1.0899999999999999,True
2025/26,2025-12-30,West Ham,Brighton,Away,Brighton,-0.5,-0.5 to -1.0,Pinnacle Close,1.85,0.46103492752298353,0.0,0.530456852791878,-0.06942192526889451,-0.1470853840824805,L,-1.0,False
2025/26,2026-01-01,Liverpool,Leeds,Home,Liverpool,-1.0,-0.5 to -1.0,Pinnacle Close,1.82,0.3922158491897823,0.2193975192874749,0.5392405063291139,-0.1470246571393316,-0.06676963518712137,L,-1.0,False
